Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
49649-UTT,Male,69,Yes,Uttar Pradesh,8,15,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,106,2710,0,90,33,2833,Churned,Dissatisfaction,Product dissatisfaction
89019-PUN,Female,28,No,Punjab,13,32,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,89,4578,19,0,785,5344,Stayed,Others,Others
17374-MAH,Male,33,Yes,Maharashtra,6,12,Deal 2,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85,4985,0,0,2998,7982,Stayed,Others,Others
88584-RAJ,Male,73,No,Rajasthan,15,11,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,117,8436,0,0,1076,9512,Stayed,Others,Others
57712-JAM,Female,29,Yes,Jammu & Kashmir,15,8,Deal 5,Yes,No,Yes,DSL,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,51,51,0,0,15,65,Churned,Competitor,Competitor made better offer
97413-TEL,Male,44,No,Telangana,3,10,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75,1107,0,0,519,1627,Churned,Dissatisfaction,Lack of self-service on Website
43601-TAM,Male,27,Yes,Tamil Nadu,14,13,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,90,3488,0,0,1291,4779,Stayed,Others,Others
38798-KER,Male,41,No,Kerala,11,25,None,No,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,34,1005,0,0,0,1005,Stayed,Others,Others
53759-AND,Female,51,No,Andhra Pradesh,3,5,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99,3616,0,30,481,4126,Churned,Competitor,Competitor had better devices
86421-TEL,Male,56,No,Telangana,8,25,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,91,5931,0,110,1290,7331,Stayed,Others,Others
79637-TAM,Female,60,No,Tamil Nadu,9,18,None,Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76,76,0,0,7,84,Churned,Attitude,Attitude of support person
67180-PUN,Female,62,No,Punjab,2,7,None,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85,5459,0,0,2713,8172,Stayed,Others,Others
27817-MAD,Female,56,No,Madhya Pradesh,5,30,Deal 1,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,26,1776,0,0,1943,3719,Stayed,Others,Others
47771-TAM,Female,79,No,Tamil Nadu,5,14,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,90,5497,0,0,1509,7006,Stayed,Others,Others
26178-GUJ,Female,28,Yes,Gujarat,5,23,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80,384,0,0,244,629,Stayed,Others,Others
14613-ODI,Male,78,No,Odisha,10,26,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,115,8196,0,0,1539,9736,Stayed,Others,Others
53797-PUN,Male,43,Yes,Punjab,7,16,None,Yes,Yes,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,56,259,0,0,95,354,Stayed,Others,Others
34042-WES,Male,36,Yes,West Bengal,12,19,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,21,1239,0,0,2723,3962,Stayed,Others,Others
88853-HAR,Male,34,Yes,Haryana,5,12,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,21,454,0,0,435,889,Stayed,Others,Others
58091-MAD,Female,40,No,Madhya Pradesh,2,14,None,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,52,201,0,0,40,241,Churned,Competitor,Competitor had better devices
31442-WES,Male,37,Yes,West Bengal,15,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,21,185,0,0,287,472,Stayed,Others,Others
89876-MAH,Female,84,No,Maharashtra,11,22,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25,1276,0,0,1009,2284,Stayed,Others,Others
69122-WES,Female,81,No,West Bengal,15,15,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,71,1389,0,0,114,1503,Churned,Attitude,Attitude of service provider
14048-TEL,Male,50,No,Telangana,15,9,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,1380,0,0,3459,4839,Stayed,Others,Others
78414-JAM,Male,28,Yes,Jammu & Kashmir,0,13,Deal 3,Yes,No,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,56,1553,0,0,930,2483,Stayed,Others,Others
29374-WES,Male,63,No,West Bengal,7,9,Deal 3,No,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,60,1849,0,0,0,1849,Stayed,Others,Others
68623-TAM,Female,64,Yes,Tamil Nadu,3,5,Deal 4,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,49,956,0,0,223,1179,Stayed,Others,Others
42672-UTT,Female,68,No,Uttar Pradesh,9,27,None,Yes,No,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,59,2790,0,0,1653,4442,Stayed,Others,Others
63739-BIH,Female,22,Yes,Bihar,2,12,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80,413,40,10,220,602,Churned,Competitor,Competitor made better offer
14389-DEL,Female,78,No,Delhi,4,33,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89,2177,0,0,841,3018,Churned,Competitor,Competitor made better offer
14262-AND,Male,27,Yes,Andhra Pradesh,9,9,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,80,4362,0,0,2522,6884,Stayed,Others,Others
59156-WES,Female,74,Yes,West Bengal,2,25,Deal 1,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,80,5589,0,0,2333,7922,Stayed,Others,Others
94896-TAM,Male,54,No,Tamil Nadu,11,29,Deal 1,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,73,5266,0,60,2701,8026,Stayed,Others,Others
61819-HAR,Female,42,Yes,Haryana,15,1,Deal 4,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44,768,0,0,827,1595,Stayed,Others,Others
53888-ODI,Female,24,Yes,Odisha,4,1,None,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99,287,0,10,100,398,Churned,Competitor,Competitor offered higher download speeds
45442-RAJ,Male,65,No,Rajasthan,1,10,None,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,76,3274,0,0,466,3740,Stayed,Others,Others
63030-MAH,Male,44,Yes,Maharashtra,13,19,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43,43,0,0,4,47,Churned,Competitor,Competitor had better devices
92250-TAM,Female,25,Yes,Tamil Nadu,7,33,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76,76,0,0,35,111,Churned,Competitor,Competitor made better offer
19232-HAR,Male,23,No,Haryana,10,9,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20,943,0,0,311,1254,Stayed,Others,Others
99464-HAR,Male,67,Yes,Haryana,15,24,Deal 2,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,80,3605,0,20,2237,5862,Churned,Competitor,Competitor offered more data
74106-TEL,Male,72,No,Telangana,15,24,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,89,6307,0,0,2866,9172,Stayed,Others,Others
88551-UTT,Female,27,No,Uttarakhand,14,27,Deal 1,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24,1765,0,0,299,2064,Stayed,Others,Others
59467-JAM,Female,21,Yes,Jammu & Kashmir,12,1,Deal 3,No,No,Yes,Cable,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,40,1525,0,0,0,1525,Stayed,Others,Others
25767-TAM,Male,27,Yes,Tamil Nadu,2,19,None,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,102,1667,0,120,32,1819,Stayed,Others,Others
98042-KAR,Male,36,Yes,Karnataka,8,36,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82,4510,0,0,1229,5738,Stayed,Others,Others
91563-RAJ,Female,56,No,Rajasthan,6,25,None,No,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,45,2689,0,0,0,2689,Stayed,Others,Others
72235-MAH,Male,48,No,Maharashtra,12,4,None,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,56,2391,0,0,187,2578,Stayed,Others,Others
58816-TAM,Female,70,Yes,Tamil Nadu,14,20,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90,817,0,0,360,1177,Stayed,Others,Others
49428-TEL,Female,59,Yes,Telangana,8,26,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20,109,0,0,285,394,Stayed,Others,Others
62371-KAR,Female,53,Yes,Karnataka,15,29,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20,1140,0,0,180,1320,Stayed,Others,Others
73737-WES,Female,66,No,West Bengal,3,21,Deal 1,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25,1787,0,0,2830,4617,Stayed,Others,Others
51260-KAR,Male,40,No,Karnataka,5,7,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19,157,0,0,115,271,Stayed,Others,Others
94208-AND,Female,43,Yes,Andhra Pradesh,6,1,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87,762,0,0,365,1127,Churned,Price,Price too high
69272-TAM,Female,62,Yes,Tamil Nadu,9,7,Deal 1,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,21,1327,0,0,530,1857,Stayed,Others,Others
22383-TAM,Male,29,No,Tamil Nadu,3,28,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20,1413,0,0,2932,4344,Stayed,Others,Others
15358-WES,Male,26,Yes,West Bengal,2,3,None,No,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54,2317,0,10,0,2327,Stayed,Others,Others
14291-PUN,Female,40,No,Punjab,6,33,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,44,44,0,0,32,77,Churned,Competitor,Competitor had better devices
41173-MAH,Female,76,Yes,Maharashtra,14,23,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,21,21,0,0,23,44,Churned,Attitude,Attitude of support person
29158-ODI,Male,48,Yes,Odisha,4,29,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79,2016,0,0,978,2993,Stayed,Others,Others
78290-RAJ,Male,27,No,Rajasthan,1,10,Deal 3,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,86,3266,0,0,1570,4836,Churned,Competitor,Competitor had better devices
18063-TEL,Female,43,Yes,Telangana,3,18,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93,1337,0,0,389,1727,Stayed,Others,Others
36479-ODI,Female,71,Yes,Odisha,2,15,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80,4370,0,0,2472,6842,Churned,Attitude,Attitude of support person
57083-KAR,Female,55,Yes,Karnataka,1,13,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,99,4921,0,0,2228,7148,Stayed,Others,Others
79616-WES,Female,51,Yes,West Bengal,11,8,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109,6938,0,0,2722,9660,Churned,Attitude,Attitude of support person
82555-KER,Male,32,Yes,Kerala,13,9,Deal 3,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,69,2669,0,0,1220,3890,Stayed,Others,Others
73715-BIH,Male,29,No,Bihar,4,25,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,69,120,0,0,61,181,Churned,Competitor,Competitor had better devices
76479-GUJ,Female,50,Yes,Gujarat,15,30,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,111,6587,36,80,2422,9052,Stayed,Others,Others
11392-KAR,Female,28,Yes,Karnataka,9,32,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113,7807,0,0,235,8042,Stayed,Others,Others
78842-AND,Male,36,Yes,Andhra Pradesh,5,10,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106,7475,0,0,257,7732,Stayed,Others,Others
54432-KAR,Female,55,Yes,Karnataka,4,32,None,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,56,239,0,0,71,309,Stayed,Others,Others
93149-BIH,Female,29,Yes,Bihar,3,16,Deal 4,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Mailed Check,54,773,0,0,294,1068,Stayed,Others,Others
41047-TAM,Female,30,No,Tamil Nadu,5,19,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75,75,0,0,35,110,Churned,Competitor,Competitor had better devices
98162-TEL,Female,32,Yes,Telangana,5,7,Deal 1,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85,6030,0,0,1621,7651,Stayed,Others,Others
76966-AND,Male,42,Yes,Andhra Pradesh,11,24,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102,7149,0,0,3361,10510,Stayed,Others,Others
51991-CHH,Female,62,No,Chhattisgarh,3,17,None,Yes,Yes,Yes,DSL,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,62,1174,0,0,542,1717,Churned,Price,Long distance charges
57883-WES,Male,48,Yes,West Bengal,14,33,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84,556,0,0,132,688,Churned,Dissatisfaction,Service dissatisfaction
13319-MAD,Female,79,Yes,Madhya Pradesh,10,8,Deal 1,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,99,7168,0,0,870,8039,Stayed,Others,Others
89686-TAM,Male,58,No,Tamil Nadu,7,6,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25,1672,0,0,2544,4217,Stayed,Others,Others
42520-PUN,Female,20,No,Punjab,10,2,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51,236,0,0,88,324,Stayed,Others,Others
73949-MAH,Male,52,No,Maharashtra,9,14,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19,1002,0,0,2161,3162,Stayed,Others,Others
26425-MAH,Male,45,No,Maharashtra,4,8,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24,1735,0,0,1414,3149,Stayed,Others,Others
73787-UTT,Female,37,Yes,Uttarakhand,15,29,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,357,0,0,263,620,Stayed,Others,Others
35458-MAD,Female,56,No,Madhya Pradesh,10,13,None,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,96,2338,0,0,95,2434,Stayed,Others,Others
23279-TAM,Female,39,Yes,Tamil Nadu,2,34,None,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,81,3209,0,0,1353,4562,Stayed,Others,Others
13304-KER,Female,33,No,Kerala,5,25,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24,1733,0,0,583,2316,Stayed,Others,Others
12660-KER,Female,58,No,Kerala,10,17,None,No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,25,713,0,0,0,713,Churned,Competitor,Competitor offered higher download speeds
93819-ODI,Male,75,Yes,Odisha,5,15,None,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,90,2657,0,0,929,3586,Stayed,Others,Others
79129-KAR,Female,40,No,Karnataka,15,1,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115,7008,0,0,1221,8229,Stayed,Others,Others
38589-CHH,Male,40,Yes,Chhattisgarh,15,2,Deal 2,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,60,3457,35,0,1273,4696,Stayed,Others,Others
35430-ASS,Female,56,No,Assam,15,3,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,78,1034,0,150,415,1599,Stayed,Others,Others
98687-KAR,Female,61,Yes,Karnataka,11,9,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,76,637,0,0,225,862,Stayed,Others,Others
49376-WES,Female,42,Yes,West Bengal,4,15,None,No,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,50,306,0,0,0,306,Stayed,Others,Others
33495-UTT,Male,81,No,Uttar Pradesh,14,23,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94,171,0,0,39,209,Churned,Dissatisfaction,Poor expertise of online support
57465-TAM,Male,66,No,Tamil Nadu,11,2,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,90,3730,0,0,1854,5584,Stayed,Others,Others
35974-ODI,Female,71,Yes,Odisha,2,18,None,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,60,2754,0,0,695,3449,Stayed,Others,Others
41170-UTT,Male,65,Yes,Uttar Pradesh,8,5,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20,625,0,0,737,1362,Stayed,Others,Others
84978-PUD,Male,72,Yes,Puducherry,11,34,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,99,3396,0,120,729,4245,Churned,Other,Don't know
89453-HAR,Female,51,No,Haryana,4,19,None,No,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,44,2370,0,0,0,2370,Stayed,Others,Others
89219-GUJ,Female,77,No,Gujarat,8,21,None,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,100,1622,0,0,479,2102,Churned,Competitor,Competitor offered more data
33217-ODI,Male,28,No,Odisha,9,7,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,111,7923,0,130,3263,11316,Stayed,Others,Others
75751-TAM,Male,31,No,Tamil Nadu,1,8,None,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89,2210,0,0,246,2456,Stayed,Others,Others
24461-TAM,Female,41,Yes,Tamil Nadu,6,20,None,Yes,Yes,Yes,Cable,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65,2348,0,0,1376,3724,Stayed,Others,Others
35834-ASS,Female,63,No,Assam,10,32,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20,1027,0,0,895,1922,Stayed,Others,Others
36037-BIH,Male,40,No,Bihar,3,6,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,104,7029,0,0,128,7156,Stayed,Others,Others
77597-DEL,Male,55,Yes,Delhi,12,29,Deal 3,Yes,No,Yes,Cable,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,66,2020,0,0,784,2804,Stayed,Others,Others
41197-PUN,Female,31,No,Punjab,1,21,Deal 3,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85,3297,0,0,666,3963,Stayed,Others,Others
97882-AND,Female,65,No,Andhra Pradesh,4,15,Deal 3,No,No,Yes,Cable,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,40,1479,0,0,0,1479,Stayed,Others,Others
92857-GUJ,Male,67,No,Gujarat,2,1,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70,280,31,0,24,274,Stayed,Others,Others
73850-MAH,Male,39,No,Maharashtra,12,20,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,103,4595,0,130,1528,6253,Stayed,Others,Others
33933-MAD,Male,56,Yes,Madhya Pradesh,9,3,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,418,0,0,722,1140,Stayed,Others,Others
81060-PUN,Male,51,Yes,Punjab,1,14,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106,4041,0,0,670,4710,Stayed,Others,Others
72768-UTT,Male,44,Yes,Uttar Pradesh,1,23,None,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,-7,1387,0,0,216,1603,Stayed,Others,Others
36802-GUJ,Male,45,Yes,Gujarat,7,11,None,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,65,3513,0,0,1012,4525,Stayed,Others,Others
76261-TAM,Female,22,Yes,Tamil Nadu,10,10,None,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51,467,0,0,113,580,Stayed,Others,Others
71254-UTT,Male,24,Yes,Uttar Pradesh,10,12,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,46,46,0,0,5,51,Churned,Attitude,Attitude of support person
28160-MAH,Male,55,No,Maharashtra,1,18,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,112,7796,0,0,3120,10916,Stayed,Others,Others
75099-RAJ,Male,32,Yes,Rajasthan,14,28,Deal 2,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105,5643,0,0,2699,8342,Churned,Dissatisfaction,Product dissatisfaction
66658-PUD,Male,67,No,Puducherry,5,32,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,102,5549,0,0,421,5970,Churned,Price,Price too high
18585-WES,Male,59,Yes,West Bengal,9,15,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20,609,0,0,634,1243,Stayed,Others,Others
17437-PUN,Male,67,Yes,Punjab,13,14,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,99,4744,0,0,282,5026,Stayed,Others,Others
24511-GUJ,Female,62,Yes,Gujarat,0,25,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,1264,0,0,1300,2563,Stayed,Others,Others
77491-JAM,Female,27,Yes,Jammu & Kashmir,7,13,None,Yes,No,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,45,45,0,0,40,85,Churned,Competitor,Competitor made better offer
